image_id,image_path,class_index,class_label,intensity_mean,intensity_std,intensity_min,intensity_max,intensity_median,intensity_q25,intensity_q75,intensity_skewness,intensity_kurtosis,lbp_bin_00,lbp_bin_01,lbp_bin_02,lbp_bin_03,lbp_bin_04,lbp_bin_05,lbp_bin_06,lbp_bin_07,lbp_bin_08,lbp_bin_09,glcm_contrast_mean,glcm_contrast_std,glcm_dissimilarity_mean,glcm_dissimilarity_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_energy_mean,glcm_energy_std,glcm_correlation_mean,glcm_correlation_std,glcm_asm_mean,glcm_asm_std
13071,data/raw/extracted/InfraredSolarModules/images/13071.jpg,0,No-Anomaly,0.641437908496732,0.06366610271138663,0.43529411764705883,0.7529411764705882,0.6470588235294118,0.6029411764705882,0.6901960784313725,-0.4317167587894419,-0.3563490877570348,0.0010416666666666667,0.016666666666666666,0.017708333333333333,0.14375,0.4354166666666667,0.2833333333333333,0.040625,0.021875,0.015625,0.023958333333333335,0.2816590561263044,0.12553608552905413,0.26773860158084983,0.09576192029743835,0.8675227446641205,0.04521642818947398,0.4283895179534465,0.025998911527658642,0.8591443577372686,0.06457381547423903,0.1841935224930093,0.0226737623085944
2318,data/raw/extracted/InfraredSolarModules/images/2318.jpg,4,Diode,0.7156127450980392,0.13405715096474838,0.24705882352941178,0.9294117647058824,0.7294117647058823,0.6696078431372549,0.8,-1.2889458137610086,2.076363193542904,0.008333333333333333,0.01875,0.036458333333333336,0.16875,0.44375,0.228125,0.041666666666666664,0.010416666666666666,0.010416666666666666,0.03333333333333333,0.7520247415627851,0.27699949788477674,0.47694996412816776,0.11625470107238511,0.7876413447707111,0.05115478523194495,0.2995268989365034,0.02593352186550598,0.90920035699198,0.03708572853805685,0.090388910742867,0.015952639395386464
15119,data/raw/extracted/InfraredSolarModules/images/15119.jpg,0,No-Anomaly,0.7239828431372549,0.0550530666868284,0.4980392156862745,0.8,0.7411764705882353,0.6941176470588235,0.7647058823529411,-1.250770851191316,1.2822267471177327,0.008333333333333333,0.028125,0.015625,0.18229166666666666,0.36666666666666664,0.24270833333333333,0.06145833333333333,0.011458333333333333,0.034375,0.04895833333333333,0.2499092730464298,0.07242381996388378,0.2353991780371929,0.060935290784672476,0.8837514204823272,0.02941556614526072,0.5019557088218136,0.018068521159795025,0.8416181207435447,0.047428970343211564,0.2522860050757113,0.01798809415910688
7088,data/raw/extracted/InfraredSolarModules/images/7088.jpg,3,Cracking,0.6338357843137256,0.1162114368262774,0.3254901960784314,0.9215686274509803,0.6666666666666666,0.5529411764705883,0.7029411764705882,-0.373328175432617,-0.22928403066512448,0.007291666666666667,0.04583333333333333,0.025,0.18333333333333332,0.42604166666666665,0.18020833333333333,0.04583333333333333,0.0375,0.019791666666666666,0.029166666666666667,0.9180882797122785,0.3003003097527982,0.6103692292801275,0.12312191320025265,0.7249680953567117,0.049284575545433855,0.29554180933166296,0.017715531685569302,0.8561765921166663,0.04793159828348708,0.08765880112593546,0.010678393352810196
15345,data/raw/extracted/InfraredSolarModules/images/15345.jpg,0,No-Anomaly,0.5652410130718954,0.09506477451685101,0.1568627450980392,0.7058823529411765,0.592156862745098,0.5098039215686274,0.6352941176470588,-1.0335234991374302,0.5883099654646822,0.00625,0.0125,0.014583333333333334,0.15520833333333334,0.5239583333333333,0.20208333333333334,0.034375,0.023958333333333335,0.010416666666666666,0.016666666666666666,0.5336273062209846,0.20102090819758378,0.4026896234168832,0.11031169877467284,0.8116300429778228,0.04716885032428058,0.3808123676566282,0.01905360241907114,0.8631755057800047,0.05415270649794766,0.14538109912539102,0.014387479323994026
13170,data/raw/extracted/InfraredSolarModules/images/13170.jpg,0,No-Anomaly,0.5275816993464052,0.05106217254895529,0.26666666666666666,0.6078431372549019,0.5372549019607843,0.5098039215686274,0.5607843137254902,-2.300885451024548,7.582825833058983,0.005208333333333333,0.03333333333333333,0.015625,0.14375,0.284375,0.2875,0.08541666666666667,0.040625,0.05416666666666667,0.05,0.20313005072730472,0.05939373426261017,0.17201145853891847,0.03251834327602093,0.9171061299493793,0.01461832375832507,0.5981316929735645,0.01520116538248556,0.8386431886535971,0.05837033253345827,0.35799259756840807,0.01787421086366316
15130,data/raw/extracted/InfraredSolarModules/images/15130.jpg,0,No-Anomaly,0.6475245098039214,0.07569178398832078,0.3686274509803922,0.7568627450980392,0.6705882352941176,0.6235294117647059,0.6980392156862745,-1.407153258398286,1.5125711569910436,0.016666666666666666,0.046875,0.0375,0.146875,0.34479166666666666,0.21041666666666667,0.05520833333333333,0.036458333333333336,0.05520833333333333,0.05,0.4505234003696532,0.125673118011172,0.3665847632059016,0.07339942110357152,0.8250240827326193,0.03237689272875826,0.4383786124262799,0.021342392546752558,0.8356249881482691,0.050891362554251245,0.1926313055524102,0.018677795423850667
2145,data/raw/extracted/InfraredSolarModules/images/2145.jpg,4,Diode,0.7512500000000001,0.09588544898733198,0.40784313725490196,0.8980392156862745,0.7686274509803922,0.6980392156862745,0.8156862745098039,-1.000375884674725,1.071455210526783,0.003125,0.008333333333333333,0.016666666666666666,0.165625,0.4739583333333333,0.2552083333333333,0.027083333333333334,0.0125,0.009375,0.028125,0.49712371637071295,0.1596322736127155,0.4042719068212489,0.11288533715540373,0.8070137786279132,0.05509382258184583,0.3544790955928261,0.028718100582852926,0.8822446467836789,0.037865191189512815,0.1264801585133948,0.020773152349750305
10736,data/raw/extracted/InfraredSolarModules/images/10736.jpg,0,No-Anomaly,0.6921772875816993,0.03764458520058311,0.5372549019607843,0.7647058823529411,0.7,0.6627450980392157,0.7215686274509804,-0.6881138899073023,0.43608180702914856,0.01875,0.040625,0.036458333333333336,0.19375,0.275,0.23020833333333332,0.071875,0.036458333333333336,0.040625,0.05625,0.17675234400420325,0.05040554694431518,0.16723003945901543,0.042745674249688545,0.9173372107250111,0.020612966395677643,0.6123626771877334,0.01574242441875497,0.7519805145693892,0.07941696735525866,0.3752358723391085,0.019077064369439584
9861,data/raw/extracted/InfraredSolarModules/images/9861.jpg,11,Vegetation,0.7183946078431371,0.08041587762041853,0.3215686274509804,0.996078431372549,0.7333333333333333,0.7019607843137254,0.7529411764705882,-1.524616118623078,7.269628774284573,0.011458333333333333,0.0375,0.026041666666666668,0.159375,0.278125,0.23125,0.08125,0.03333333333333333,0.08541666666666667,0.05625,0.6408813480252264,0.29153047946706107,0.32845250271594656,0.07060204965332695,0.862665250171699,0.023981080183597837,0.5094141137888357,0.016282121658419517,0.7667271738131263,0.11568930470994215,0.2597678468129645,0.01649877122386259
9829,data/raw/extracted/InfraredSolarModules/images/9829.jpg,11,Vegetation,0.6629370915032679,0.08964100827152648,0.19607843137254902,0.7490196078431373,0.6941176470588235,0.6392156862745098,0.7176470588235294,-2.364097740267412,6.660266603875868,0.0125,0.05520833333333333,0.057291666666666664,0.13958333333333334,0.29583333333333334,0.21354166666666666,0.0875,0.04895833333333333,0.035416666666666666,0.05416666666666667,0.4441017117576042,0.22170617991701394,0.26256404811181694,0.07144117099521373,0.8855340261004297,0.024187825112805334,0.5640691974878764,0.010881662892305171,0.8917222713027233,0.050237898459443535,0.31829247014191875,0.012188079609531409
6231,data/raw/extracted/InfraredSolarModules/images/6231.jpg,1,Cell,0.4579656862745098,0.11121972266319712,0.08235294117647059,0.9529411764705882,0.47058823529411764,0.4117647058823529,0.5137254901960784,0.01364630307034916,2.2263495529273643,0.005208333333333333,0.025,0.023958333333333335,0.19583333333333333,0.45208333333333334,0.2,0.040625,0.019791666666666666,0.015625,0.021875,0.9323869414973532,0.28998631772749284,0.573786969768091,0.10874692189252802,0.7479165328565482,0.040752394511379963,0.33037447289098054,0.017177900837773544,0.8342075599738966,0.0501335784294349,0.10944237261518558,0.011564605084264382
5042,data/raw/extracted/InfraredSolarModules/images/5042.jpg,1,Cell,0.3422181372549019,0.12070556394438176,0.09019607843137255,0.9882352941176471,0.33725490196078434,0.27450980392156865,0.38823529411764707,2.0601478944466964,7.864606351468211,0.007291666666666667,0.029166666666666667,0.028125,0.15729166666666666,0.40208333333333335,0.2635416666666667,0.03333333333333333,0.020833333333333332,0.028125,0.030208333333333334,0.8260006051982594,0.2894594089627966,0.47860108522293865,0.10027884789256354,0.791327891101022,0.03554335125813069,0.3408187879051426,0.015508559471762239,0.8879053630922011,0.03986117697046871,0.11639796160601974,0.010763253722999157
16910,data/raw/extracted/InfraredSolarModules/images/16910.jpg,0,No-Anomaly,0.674611928104575,0.07224857735180282,0.3568627450980392,0.7803921568627451,0.6941176470588235,0.6549019607843137,0.7176470588235294,-1.667887121300904,3.055469475226844,0.0125,0.0375,0.04375,0.14479166666666668,0.3385416666666667,0.225,0.07083333333333333,0.021875,0.052083333333333336,0.053125,0.5256774697778702,0.14159118370604115,0.34384080752072743,0.07166744472184693,0.8460891138585394,0.031630092280907886,0.49349095215186767,0.012958398881925424,0.7713844424331588,0.06443348944248638,0.24370123995734005,0.012945505601332372
13922,data/raw/extracted/InfraredSolarModules/images/13922.jpg,0,No-Anomaly,0.661968954248366,0.1000629684352721,0.34901960784313724,0.796078431372549,0.7019607843137254,0.5843137254901961,0.7411764705882353,-0.8999238117727749,-0.1910825493002246,0.0125,0.041666666666666664,0.03229166666666667,0.19166666666666668,0.36666666666666664,0.190625,0.065625,0.035416666666666666,0.028125,0.035416666666666666,0.5615063985880633,0.2030925643063149,0.4334985765728042,0.09447428560110759,0.7959353948439163,0.03848019132425426,0.3652248701359292,0.015118450090100323,0.8867986828884821,0.04095669244722723,0.13361777329893315,0.011137243854698088
13352,data/raw/extracted/InfraredSolarModules/images/13352.jpg,0,No-Anomaly,0.6786601307189543,0.02154809381070941,0.6078431372549019,0.7058823529411765,0.6862745098039216,0.6705882352941176,0.6941176470588235,-1.2495490836475653,0.5969023252853121,0.0010416666666666667,0.036458333333333336,0.0125,0.13229166666666667,0.17291666666666666,0.346875,0.042708333333333334,0.06875,0.13229166666666667,0.05416666666666667,0.1410993460836138,0.034138250657115767,0.1410993460836138,0.034138250657115767,0.9294503269581931,0.017069125328557894,0.6143129750638257,0.019657960990595687,0.7344697012819579,0.06496572918014015,0.37776686676207627,0.024148303159529674
