epoch,train_loss,train_accuracy,train_macro_f1,train_balanced_accuracy,validation_loss,validation_accuracy,validation_macro_f1,validation_balanced_accuracy,learning_rate,epoch_seconds
1,1.3690779187136966,0.638483547925608,0.2714103508721882,0.27355583221805074,0.8932988738345209,0.7289719626168224,0.3550569766037386,0.35472678340597724,0.0001,47.911954700015485
2,0.8984428582614413,0.7290414878397711,0.37603436185352046,0.3713515950831245,0.7558180088194731,0.7643524699599465,0.44637696775539254,0.44040249106516094,0.0001,46.97069749998627
3,0.7656173251899697,0.761659513590844,0.4721157529135578,0.44963380297260747,0.669068103320449,0.7940587449933244,0.5320916776079033,0.5209862427499585,0.0001,47.03469130001031
4,0.6776220595887802,0.7879113018597997,0.5581504776380212,0.5281969350256779,0.6177460455767144,0.8087449933244326,0.6044591236841873,0.5979315337257135,0.0001,46.841332200041506
5,0.6053598332132222,0.8066523605150214,0.6224383265128378,0.5900156169846128,0.5703819249277917,0.815086782376502,0.6382389846796094,0.6160802846705827,0.0001,46.99416220001876
6,0.5604203888445624,0.8204577968526466,0.6553455536919383,0.6218837341039517,0.5432902686745525,0.8371161548731643,0.6948394624268567,0.6793935809157342,0.0001,46.83854759996757
7,0.519136427673318,0.8336909871244635,0.6883923341234214,0.6584441420623647,0.5199725352953846,0.8387850467289719,0.7040753093252915,0.6917866729946552,0.0001,46.9964349999791
8,0.4746193009128898,0.8469957081545064,0.707971363482231,0.6784802641877449,0.5001742244562575,0.8437917222963952,0.7109761004978928,0.6986676498965118,0.0001,47.08388459996786
9,0.44685861078625244,0.855579399141631,0.728338381972002,0.7007982626133552,0.4937340400725086,0.8461281708945261,0.7214415792101487,0.7178127079506457,0.0001,46.69253539998317
10,0.4038503402974643,0.8685979971387696,0.7515422733678466,0.724494158056758,0.4920728442188258,0.8464619492656876,0.7176708419750478,0.7017529709507855,0.0001,46.9470302000409
11,0.3713632303885636,0.8775393419170243,0.7691522103562237,0.7487486395632209,0.498069544500598,0.8411214953271028,0.7216402309582906,0.70665292691533,0.0001,47.07993200002238
12,0.3503169612482041,0.8839771101573677,0.7800223784060624,0.7580983385909669,0.5024329870342412,0.842456608811749,0.7168868876378056,0.7008093145245913,0.0001,47.7022399000125
13,0.33153992983404657,0.8902002861230329,0.7996496322797507,0.7786332533917434,0.4752545470548408,0.855807743658211,0.7272247055878442,0.723460514132006,0.0001,47.01184649998322
14,0.2991888417450655,0.8977825464949929,0.8082250501614187,0.789284943591805,0.4823397266689703,0.8504672897196262,0.7240909821441774,0.7102275807333219,0.0001,46.84402520000003
15,0.2757258586915948,0.9072246065808297,0.8281867196837278,0.8110405930335672,0.5102152008717464,0.8434579439252337,0.7114385739921737,0.6965513688479898,0.0001,46.98052480001934
16,0.2583663324728203,0.9124463519313305,0.8414619088437648,0.8229563990406952,0.5072588632517409,0.8467957276368492,0.721244184822456,0.7126624661103356,0.0001,46.81243200000608
17,0.2426370474700423,0.9185979971387697,0.8489752980930058,0.8356262258072613,0.5087548989320152,0.8491321762349799,0.7162657296303333,0.7075809424891998,0.0001,46.99757549999049
