epoch,train_loss,train_accuracy,train_macro_f1,train_balanced_accuracy,validation_loss,validation_accuracy,validation_macro_f1,validation_balanced_accuracy,learning_rate,epoch_seconds
1,1.003418400163132,0.6894134477825465,0.39062839417973083,0.370286393266642,0.7677341434602266,0.7600133511348465,0.5285865886583218,0.48769163203868676,0.0001,145.19234369997866
2,0.724374083370951,0.7675250357653791,0.5723962733326157,0.5320255860133744,0.6640095893786014,0.7837116154873164,0.6127371714320072,0.5833342526725374,0.0001,36.8353031000006
3,0.6278730920967626,0.7932045779685265,0.6249260160507076,0.5901572480886942,0.6056137299824143,0.8030707610146862,0.6500751069340694,0.6334064688072437,0.0001,36.964311000017915
4,0.5579859094728898,0.8183834048640916,0.6774135926111681,0.6445710852345322,0.5806226443066617,0.8107476635514018,0.6607010183934053,0.6508008215903621,0.0001,37.01173239998752
5,0.5029648868822745,0.8320457796852647,0.7016065390084861,0.6713582669222435,0.5921654869144526,0.8144192256341789,0.6656577780341063,0.6383117991167656,0.0001,37.14308190002339
6,0.4668672228746319,0.8434191702432046,0.7256653434252612,0.6988821495182395,0.5633748113233671,0.8237650200267023,0.6675768583006315,0.6493951578556897,0.0001,37.00342289998662
7,0.42441709946324047,0.8575107296137339,0.742761951032649,0.7146590282176607,0.5654910618217988,0.8251001335113485,0.6669682756022399,0.6552814225621476,0.0001,36.77147750003496
8,0.37904150083511856,0.8725321888412018,0.7767699085060004,0.7541649973523435,0.5173438633872924,0.8344459279038718,0.6886881260242147,0.674452998436862,0.0001,36.76655729999766
9,0.351511213085341,0.8791130185979972,0.7998060055194971,0.7831187294143961,0.5653240570875608,0.8204272363150867,0.6750279499409694,0.6449642541064174,0.0001,41.315121399995405
10,0.3225939440795451,0.8896995708154506,0.8095855686257875,0.7901291295031024,0.5257475742192389,0.8421228304405874,0.7097320072001305,0.6996660448583203,0.0001,37.46137859998271
11,0.28921085104069144,0.9007868383404865,0.832914713857221,0.815870945404229,0.5268081945475335,0.8367823765020027,0.6972234361200936,0.6823864288619507,0.0001,37.17663750000065
12,0.26458545814512113,0.9040772532188841,0.8396232109908515,0.8261423627791383,0.5487947379635555,0.8331108144192256,0.6799159579895355,0.6628345129465915,0.0001,36.849980300001334
13,0.23705651016535506,0.9167381974248927,0.8605412652999971,0.8478535071576386,0.5744724987504957,0.8381174899866488,0.7072383276544295,0.6851890056614321,0.0001,37.00158669997472
14,0.21857273218798876,0.9238197424892703,0.8718620841901301,0.8590419075565429,0.5735609045970902,0.8334445927903872,0.7044444413005739,0.7006987976603144,0.0001,36.88913359999424
15,0.19005647605239748,0.9329041487839771,0.8890585193148103,0.8793882862007396,0.5981567615023919,0.8334445927903872,0.6987628644395226,0.6989354875370717,0.0001,36.74884659994859
16,0.17796597637673134,0.9377682403433476,0.9024300056114897,0.8940818675544504,0.6373066052257298,0.8301068090787717,0.7004862922540482,0.687652962797911,0.0001,36.82001329999184
17,0.16515304611646736,0.9401287553648069,0.9025361801405486,0.8930680122195315,0.6020580204688659,0.8314419225634179,0.6886860489097661,0.6777296786027924,0.0001,36.70837350003421
18,0.14657610600683652,0.9470672389127325,0.9149477252581016,0.9064636920069891,0.6669987336656599,0.818090787716956,0.6781569047240144,0.6695794541706745,0.0001,36.77364030003082
